step,scout_x,scout_y,scout_z,scout_fire_intensity,scout_fire_rel_x,scout_fire_rel_y,scout_dist_to_fire,scout_reward_total,scout_reward_survival,scout_reward_boundary,scout_reward_altitude,scout_reward_fire_flat,scout_reward_fire_intensity,scout_reward_fire_speed_pen,scout_speed,scout_msg_intensity,fw_x,fw_y,fw_z,fw_dist_to_fire,fw_water_level,fw_reward_total,fw_is_dropping,fw_extinguish_eff,fire_burning_cells,fire_total_intensity,fire_centroid_x,fire_centroid_y,scout_fw_distance
10,-382.5490433992566,-193.9728134656615,39.38821761603517,0.01596706546843052,0.3225806451612903,-0.4588969823100937,35.89483350280497,0.6485134737230255,0.01,0.0,0.0,0.5,0.1596706546843052,-0.02522664168701709,4.222900062066057,0.01596706546843052,182.19125909857888,129.10334368617885,99.29253755864244,659.6011582293474,0.9583333333333357,-3.0135072185809837,0,0.0,30,8.979040000000008,-372.16666666666674,-228.33333333333326,653.374578731935
11,-382.43413909907855,-194.52069245968744,39.614141990993275,0.01596279814839363,0.3225806451612903,-0.4588969823100937,35.33717126483783,0.6463721284439818,0.01,0.0,0.0,0.5,0.1596279814839363,-0.021114500310330287,4.642633732742933,0.01596279814839363,186.48969906705474,126.41669517667442,99.60426008498604,661.7737662544964,0.9541666666666693,-3.012063327600258,0,0.0,30,8.97664000000001,-372.16666666666674,-228.33333333333326,655.9527076592246
12,-382.00315141030035,-195.15135153965602,39.75694330141214,0.015958528965711594,0.3225806451612903,-0.4588969823100937,33.65369272924394,0.6794545261668351,0.01,0.0,0.0,0.5,0.15958528965711594,-0.023213168663714666,4.711828378693533,0.015958528965711594,190.63447904307813,123.66346694598896,99.98749116341503,663.2946260694696,0.9500000000000028,-3.060718588530277,0,0.0,31,9.27540000000001,-372.1774193548388,-227.3387096774194,658.1675039023515
13,-381.2938587587953,-195.59443968680728,39.5911461036012,0.019301366060972214,0.3195698924731183,-0.39526881720430107,33.02738476844462,0.713457243470055,0.01,0.0,0.0,0.5,0.19301366060972214,-0.023559141893467667,5.71781253264306,0.019301366060972214,194.63135798361216,120.85374650267894,100.41387384505565,665.2143839459873,0.9458333333333364,-3.00946751955245,0,0.0,31,9.27292000000001,-372.1774193548388,-227.3387096774194,659.9459932693854
14,-380.55377561908324,-196.1718111687249,39.24914982197639,0.023204630240797997,0.3978494623655915,-0.44659498207885306,32.728088203438396,0.7290001111950399,0.01,0.0,0.0,0.5,0.23204630240797997,-0.0285890626632153,6.131265526494955,0.023204630240797997,198.48549861952992,117.99499288618792,100.8581989002424,667.2709296002913,0.94166666666667,-3.058290549279511,0,0.0,32,9.57040000000001,-372.1875,-227.8125,661.6516733215341
15,-379.6591649882017,-196.62724723339196,39.10480837217588,0.024965640157461166,0.3495177918190888,-0.4552710342534087,32.067830731328776,0.7262567297539975,0.01,0.0,0.0,0.5,0.24965640157461166,-0.030656327632474778,6.673254173559634,0.024965640157461166,202.19983130319378,115.09423987128676,101.30974879558998,668.9587719813227,0.9375000000000036,-3.0071657930346145,0,0.0,32,9.569120000000012,-372.1875,-227.8125,663.0231004279285
16,-378.81077048438164,-197.19879100583125,38.858431295423074,0.024962300434708595,0.3495177918190888,-0.4552710342534087,31.444329560370278,0.7251330077675014,0.01,0.0,0.0,0.5,0.24962300434708595,-0.03336627086779817,6.392801522671597,0.024962300434708595,205.7749484601486,112.15792921988913,101.76427927149784,670.0184978531654,0.9333333333333371,-3.056069345505325,0,0.0,33,9.866480000000012,-371.590909090909,-227.80303030303025,664.3787992194641
17,-377.88340247796407,-197.63948439372606,38.730561669927475,0.02470969781279564,0.27240143369175623,-0.472520908004779,30.81290273325175,0.7234892072697741,0.01,0.0,0.0,0.5,0.2470969781279564,-0.031964007613357985,6.708329391076925,0.02470969781279564,209.20910544036877,109.19196010421065,102.22006167035141,671.4866197022163,0.9291666666666707,-3.0049773389369023,0,0.0,33,9.863840000000014,-371.590909090909,-227.80303030303025,665.4728129659633
18,-377.0456323110241,-198.17427635853832,38.43876141119118,0.02470308542251587,0.27240143369175623,-0.472520908004779,30.126683616211547,0.7259232228176273,0.01,0.0,0.0,0.5,0.2470308542251587,-0.03354164695538463,6.214910165936208,0.02470308542251587,212.4982471774931,106.20198772401368,102.67638532772864,672.8443315786942,0.9250000000000043,-3.0038674008794533,0,0.0,33,9.862520000000014,-371.590909090909,-227.80303030303025,666.5833543568765
19,-376.2187125420387,-198.7087388639647,38.60455901426403,0.024699779227375984,0.27240143369175623,-0.472520908004779,29.460046828265078,0.7247802972279279,0.01,0.0,0.0,0.5,0.24699779227375984,-0.03107455082968104,6.430274973664899,0.024699779227375984,215.63605781314732,103.19381726782659,103.13295346178855,674.0878457302006,0.9208333333333378,-3.002719253079488,0,0.0,33,9.859880000000015,-371.590909090909,-227.80303030303025,667.5336218356905
20,-375.7038847892644,-199.31794585308018,38.996405056147566,0.024693170562386513,0.27240143369175623,-0.472520908004779,28.78049001000591,0.775494520688694,0.01,0.0,0.0,0.5,0.24693170562386513,-0.03215137486832449,5.117166991106433,0.024693170562386513,218.6140021417498,100.17384602866642,103.58963892134578,675.211573250524,0.9166666666666714,-3.00151478497001,0,0.0,33,9.857240000000015,-371.590909090909,-227.80303030303025,668.6414360416571
21,-375.2996103661552,-199.99533609843053,39.51714529181994,0.029108038172125816,0.21675155631013013,-0.4318053197509904,28.04156039497252,0.7916090269503445,0.01,0.0,0.0,0.5,0.29108038172125816,-0.025585834955532162,6.117934314063188,0.029108038172125816,221.42132013485113,97.1495550749993,104.04638503693876,676.2274817339505,0.912500000000005,-3.05023778183216,0,0.0,34,10.155880000000018,-371.61764705882354,-227.79411764705878,669.7275401463937
22,-375.1408077930428,-200.64301353509902,40.10248534908031,0.03121986985206604,0.20874433484404165,-0.46041055718475077,27.378734741722877,0.8364196632716348,0.01,0.0,0.0,0.5,0.3121986985206604,-0.03058967157031594,5.134902031952354,0.03121986985206604,224.04493098340177,94.13008596671408,104.50316509268897,677.0886941548146,0.9083333333333385,-2.998873420902097,0,0.0,34,10.153160000000018,-371.61764705882354,-227.79411764705878,670.866735868174
23,-375.09396905860086,-201.2729169245689,40.727519933234454,0.03520941734313965,0.2703316674238983,-0.48159927305770106,26.74806352633277,0.8081058752321101,0.01,0.0,0.0,0.5,0.3520941734313965,-0.02567451015976177,5.704705004237164,0.03520941734313965,226.46919694826397,91.12697500199022,104.95996556138763,677.8042020457099,0.9041666666666721,-2.997407637558683,0,0.0,34,10.150440000000017,-371.61764705882354,-227.79411764705878,671.9387967413699
24,-375.3163737404623,-201.80388564971565,41.35674733205927,0.03266294300556183,0.17790811339198437,-0.4887585532746823,26.252099693951823,0.8106989812307149,0.01,0.0,0.0,0.5,0.3266294300556183,-0.02852352502118582,5.177333842663163,0.03266294300556183,228.67548749803683,88.1551738009633,105.41677903053942,678.3625890057677,0.9000000000000057,-2.9958265095409002,0,0.0,34,10.14908000000002,-371.61764705882354,-227.79411764705878,673.0424297628487
25,-375.53380127756765,-202.48175240048215,41.86936932446156,0.032658565789461136,0.17790811339198437,-0.4887585532746823,25.613513976826525,0.8063353776978455,0.01,0.0,0.0,0.5,0.32658565789461136,-0.025886669213315817,6.032554625531007,0.032658565789461136,230.64146824030203,85.2345858866029,105.87360112166567,678.7510671791614,0.8958333333333393,-2.9941159425428485,0,0.0,34,10.146360000000021,-371.61764705882354,-227.79411764705878,674.0368612919775
26,-375.9136700677963,-203.07643882533142,42.333184580915535,0.03264981508255005,0.17790811339198437,-0.4887585532746823,25.08823349755205,0.8107345728227845,0.01,0.0,0.0,0.5,0.3264981508255005,-0.030162773127655033,5.135215676837156,0.03264981508255005,232.340015042214,82.3925479585808,106.33042908394306,678.9555398773147,0.8916666666666728,-2.9922622933162497,0,0.0,34,10.14364000000002,-371.61764705882354,-227.79411764705878,674.9523947430081
27,-376.2095057948858,-203.7867712988427,42.77122617498961,0.03264106437563896,0.17790811339198437,-0.4887585532746823,25.022997623819197,0.8905444741440297,0.01,0.0,0.0,0.5,0.3264106437563896,-0.02567607838418578,6.101943965902304,0.03264106437563896,233.737629047074,79.66811288177408,106.78726110986314,678.3196043670679,0.8875000000000064,-3.090255562296511,0,0.0,36,10.742200000000022,-370.69444444444446,-228.19444444444446,675.6332077366725
28,-376.6252555553958,-204.39351416055004,43.31113734203471,0.041105419397354126,0.17923267799198328,-0.5140293949226952,24.528734227688687,0.8933493319362057,0.01,0.0,0.0,0.5,0.41105419397354126,-0.030509719829511523,5.518930609829185,0.041105419397354126,234.79226813033813,77.1199989239632,107.24409597583222,678.1084488737608,0.88333333333334,-2.988099909803216,0,0.0,36,10.739320000000022,-370.69444444444446,-228.19444444444446,676.1424920228357
29,-376.9330704463709,-205.09894345940126,43.90513668948447,0.041094399988651276,0.17923267799198328,-0.5140293949226952,23.923265248331887,0.8880854473407868,0.01,0.0,0.0,0.5,0.41094399988651276,-0.027594653049145924,6.549677652203988,0.041094399988651276,235.45100371948627,74.84265910992032,107.70093283797875,677.6752839380165,0.8791666666666735,-2.9858473104016467,0,0.0,36,10.736440000000025,-370.69444444444446,-228.19444444444446,676.3515792450507
30,-377.3523736643757,-205.69965991168547,44.515487224096354,0.041083380579948425,0.17923267799198328,-0.5140293949226952,23.459397960580045,0.864643775864129,0.01,0.0,0.0,0.5,0.41083380579948425,-0.03274838826101994,5.775711170100226,0.041083380579948425,235.65022142264473,73.00114320968373,108.14810136806408,677.0322265947077,0.8750000000000071,-2.9837027266510416,0,0.0,36,10.735000000000024,-370.69444444444446,-228.19444444444446,676.3840838064663
31,-377.667864617786,-206.40829820575436,45.00756217332311,0.03835223242640495,0.23803499894581484,-0.5197132616487455,22.87498102398245,0.9157266333214793,0.01,0.0,0.0,0.5,0.38352232426404953,-0.028878555850501128,6.2854008175461775,0.03835223242640495,235.34106596126037,71.91067346408943,108.52986027308337,676.2707458315775,0.8708333333333407,-2.9824497342276324,0,0.0,36,10.732120000000027,-370.69444444444446,-228.19444444444446,676.2222129721118
32,-378.09646904600805,-207.01835904728037,45.46372220493127,0.04371536523103714,0.22224202459454634,-0.5266440919622171,22.432488960214354,0.9204878119434388,0.01,0.0,0.0,0.5,0.4371536523103714,-0.031427004087730886,5.309704704970693,0.04371536523103714,234.67119989012355,72.0702987051431,108.73450818489195,675.7414293346935,0.8666666666666742,-2.9846732198401273,0,0.0,36,10.729240000000027,-370.69444444444446,-228.19444444444446,676.2971886219784
33,-378.4190327005019,-207.73751347527397,45.7860463885283,0.04370363429188728,0.22224202459454634,-0.5266440919622171,21.86676218380368,0.9173131455966482,0.01,0.0,0.0,0.5,0.43703634291887283,-0.026548523524853467,5.932919701165965,0.04370363429188728,234.1150898463385,73.48370192877034,108.84415343277496,675.8729738406564,0.8625000000000078,-2.991199247178439,0,0.0,36,10.727800000000027,-370.69444444444446,-228.19444444444446,676.9488519390214
34,-378.85177481555894,-208.35345080985053,46.18528719444056,0.043697770684957504,0.22224202459454634,-0.5266440919622171,21.452437325196957,0.9210049946592667,0.01,0.0,0.0,0.5,0.43697770684957504,-0.029664598505829826,5.171077579529724,0.043697770684957504,233.87804663879788,75.65461661722654,108.85556366344339,676.6329498942955,0.8583333333333414,-2.9974421942800666,0,0.0,36,10.72492000000003,-370.69444444444446,-228.19444444444446,678.2521507638974
35,-379.1789309377535,-209.07147280658089,46.60291061047812,0.04368603974580765,0.22224202459454634,-0.5266440919622171,20.92067291742017,0.9160973937226067,0.01,0.0,0.0,0.5,0.4368603974580765,-0.025855387897648623,6.129137378678133,0.04368603974580765,233.96286739419887,78.29414980229454,108.73358377614512,677.8980182618006,0.854166666666675,-3.0024720285749344,0,0.0,36,10.722040000000028,-370.69444444444446,-228.19444444444446,679.9868281570946
36,-379.613238325978,-209.68593401882418,47.0995944137612,0.04367430880665779,0.22224202459454634,-0.5266440919622171,20.545311934272846,0.9290594260840913,0.01,0.0,0.0,0.5,0.4367430880665779,-0.03064568689339067,5.468195578469831,0.04367430880665779,234.34292622644253,81.25114365235932,108.53236835570583,679.5783927560653,0.8500000000000085,-3.0066138182021063,0,0.0,36,10.72060000000003,-370.69444444444446,-228.19444444444446,682.1733950176957
37,-379.90707035389704,-210.37835644355152,47.616749988122436,0.04464004188776016,0.18355027353329556,-0.4793435200905489,20.25866525072633,0.9096014975654265,0.01,0.0,0.0,0.5,0.4464004188776016,-0.027340977892349155,6.15534021164615,0.04464004188776016,234.98925147971084,84.43849430487337,108.30411511953,681.7686763957126,0.8458333333333421,-3.0601194509099363,0,0.0,37,11.017680000000032,-370.7432432432432,-228.44594594594594,684.6147956159812
38,-380.3128183171622,-210.96694233165636,47.99352697233984,0.043037816882133484,0.23904052936310996,-0.47477253928866836,19.92717577690627,0.9156164189505559,0.01,0.0,0.0,0.5,0.43037816882133484,-0.03077670105823075,4.929229332447423,0.043037816882133484,235.87713582516,87.80128396998771,108.09105406042008,684.1056897370426,0.8458333333333421,-0.013163871423111003,0,0.0,37,11.014720000000032,-370.7432432432432,-228.44594594594594,687.4330697569401
39,-380.6336160726183,-211.66711263452797,48.23592600490404,0.04302625358104706,0.23904052936310996,-0.47477253928866836,19.4768765975551,0.940854398311486,0.01,0.0,0.0,0.5,0.4302625358104706,-0.024646146662237113,5.647298037745537,0.04302625358104706,236.9870762496525,91.30138062839684,107.92012864180758,686.7128177647309,0.8458333333333421,-0.015864427884691848,0,0.0,37,11.013240000000033,-370.7432432432432,-228.44594594594594,690.5124412630456
40,-381.06746003140546,-212.26290879934118,48.4157693261242,0.0459090881049633,0.24706321088942745,-0.44173037479022936,19.195836620928,0.9458373800140257,0.01,0.0,0.0,0.5,0.459090881049633,-0.028236490188727682,4.626025374300568,0.0459090881049633,238.3039227601342,94.90984040887933,107.79433381497581,689.5632059397406,0.8458333333333421,-0.018298158321699703,0,0.0,37,11.010280000000035,-370.7432432432432,-228.44594594594594,693.9033229477986
41,-381.4062535351825,-212.97153021890952,48.601617133296884,0.0458967499434948,0.24706321088942745,-0.44173037479022936,18.4682197644789,0.9530080479720665,0.01,0.0,0.0,0.5,0.45896749943494797,-0.02313012687150284,5.65678226273392,0.0458967499434948,239.8154052463806,98.6039632171906,107.69604208446334,692.1838033191897,0.8458333333333421,-0.07051658734612033,0,0.0,38,11.307240000000036,-370.52631578947376,-227.8947368421052,697.486765831134
42,-381.8573488917726,-213.58573916149467,48.88638145830037,0.04712919518351555,0.2535591998558298,-0.42259866642638316,18.797204582385177,0.9562772806513069,0.01,0.0,0.0,0.5,0.4712919518351555,-0.0282839113136696,4.972561199908304,0.04712919518351555,241.51123576809496,102.36582358337395,107.59885539077493,694.8819182411999,0.8458333333333421,-0.07255731073746802,0,0.0,39,11.605680000000037,-369.8076923076924,-228.01282051282055,701.3279810024998
43,-382.1057979004863,-214.2753455581388,49.339002785927654,0.04711400717496872,0.3264078731547293,-0.32932385638782574,18.438048142415127,0.9518047084669139,0.01,0.0,0.0,0.5,0.4711400717496872,-0.02486280599954152,5.841743662757362,0.04711400717496872,243.38271422052878,106.18106048456605,107.48540335692218,698.3466365311288,0.8458333333333421,-0.024449455199056724,0,0.0,39,11.602560000000036,-369.8076923076924,-228.01282051282055,705.2015250043995
44,-382.43997164033965,-214.87691163573888,49.870261908981476,0.04710134118795395,0.3264078731547293,-0.32932385638782574,18.22434040411396,0.9547780711788482,0.01,0.0,0.0,0.5,0.4710134118795395,-0.02920871831378681,5.221727225412002,0.04710134118795395,245.4224471995072,110.03811187465172,107.35644761828787,701.9875764186197,0.8458333333333421,-0.026216576067544108,0,0.0,39,11.59944000000004,-369.8076923076924,-228.01282051282055,709.2853100421479
45,-382.7145678489896,-215.43065096056645,50.43443768502545,0.04708867147564888,0.3264078731547293,-0.32932385638782574,18.024939025700096,0.9296274677452606,0.01,0.0,0.0,0.5,0.4708867147564888,-0.026108636127060013,5.3651291621295325,0.04708867147564888,247.62419268503393,113.92749569573306,107.22184199214392,705.7941006090068,0.8458333333333421,-0.027877848281898425,0,0.0,39,11.597880000000037,-369.8076923076924,-228.01282051282055,713.4623683757832
46,-383.0953889807981,-215.83697979216396,50.71160298011591,0.04264531284570694,0.3199759567220998,-0.3380084151472651,17.8669088244552,0.963646124266442,0.01,0.0,0.02,0.5,0.4264531284570694,-0.026825645810647662,3.856722183454766,0.04264531284570694,249.9801794386179,117.83942098129995,107.09240365384949,710.0857794319829,0.8458333333333421,-0.07941776074064819,0,0.0,40,11.89468000000004,-370.125,-228.125,717.8463696692428
47,-383.4241229427516,-216.40193724275952,50.61747816515628,0.045292969793081284,0.36727555382821603,-0.32879906723668867,17.72841988042421,0.9589144654810648,0.01,0.0,0.02,0.5,0.45292969793081284,-0.01928361091727383,4.77867564081707,0.045292969793081284,252.4806090406387,121.76262570132562,106.97884187909852,714.1842164510327,0.8458333333333421,-0.030810980756203886,0,0.0,40,11.891480000000042,-370.125,-228.125,722.4311061338145
48,-383.86866432992787,-216.93314045015083,50.32496376238115,0.045280784368515015,0.36727555382821603,-0.32879906723668867,17.724165125536427,0.9595261874143958,0.01,0.0,0.02,0.5,0.45280784368515015,-0.023893378204085353,4.644136143829845,0.045280784368515015,255.1197219762515,125.68813687072802,106.88881365571459,718.4112319427255,0.8458333333333421,-0.03210349485009033,0,0.0,40,11.889880000000042,-370.125,-228.125,727.2516528835952
49,-384.1991689614129,-217.61108713370464,50.02263930123081,0.04527468606829643,0.36727555382821603,-0.32879906723668867,17.56771458427218,0.9542767065710687,0.01,0.0,0.02,0.5,0.4527468606829643,-0.023220680719149227,5.669665933711076,0.04527468606829643,257.8984148007545,129.61113828837233,106.8231975891409,722.7645219402223,0.8458333333333421,-0.033373335887200706,0,0.0,40,11.886680000000045,-370.125,-228.125,732.1740806134096
50,-384.1838656180191,-218.35634243190316,50.1738328630294,0.045262500643730164,0.36727555382821603,-0.19976680917217252,17.22356921979265,0.9722211184971385,0.01,0.0,0.02,0.5,0.45262500643730164,-0.02834832966855538,4.399833383702181,0.045262500643730164,260.8163876126302,133.52595280815254,106.77146849143136,727.7978948675342,0.8458333333333421,-0.08460562159109031,0,0.0,41,12.183440000000045,-370.42682926829264,-228.71951219512198,736.9191059605776
51,-383.7590430228402,-218.6330314940466,50.56188710619428,0.04642203077673912,0.3567141785446362,-0.22168042010502628,16.717805374214453,0.9725634056018186,0.01,0.0,0.02,0.5,0.4642203077673912,-0.021999166918510907,4.318882829221246,0.04642203077673912,263.8689690431781,137.4243424375065,106.72532073886532,732.3882044659275,0.8458333333333421,-0.035749510984775267,0,0.0,41,12.181800000000045,-370.42682926829264,-228.71951219512198,741.1836660511536
52,-383.03840588070807,-218.58335829902464,51.057597417629296,0.0464157834649086,0.3567141785446362,-0.22168042010502628,16.18003338859946,0.9497118043943023,0.01,0.0,0.02,0.5,0.464157834649086,-0.02159441414610623,5.600433348739662,0.0464157834649086,267.05731210073304,141.30198381733302,106.68133707121578,737.0901830904405,0.8458333333333421,-0.0368748693403154,0,0.0,41,12.178520000000045,-370.42682926829264,-228.71951219512198,745.1415318052425
53,-382.7569668993553,-218.3791599134955,51.615268839867234,0.04477139934897423,0.30050933786078105,-0.23335219769854743,16.092084368070076,0.9335885396905474,0.01,0.0,0.02,0.5,0.4477139934897423,-0.02800216674369831,3.71786230191127,0.04477139934897423,270.38133249774114,145.1537954366023,106.6368412549771,741.9004989521501,0.8458333333333421,-0.037967193263934856,0,0.0,41,12.17524000000005,-370.42682926829264,-228.71951219512198,749.5153241901987
54,-382.89012224952666,-218.30573659043495,52.169745911181785,0.04221778362989426,0.3082437275985664,-0.27917164476304257,16.24131750446533,0.9339738798361075,0.01,0.0,0.02,0.5,0.42217783629894257,-0.01858931150955635,3.629409785647167,0.04221778362989426,273.8368846580443,148.97219753054006,106.59393547785794,746.8110608966974,0.8458333333333421,-0.03897888101137027,0,0.0,41,12.173600000000048,-370.42682926829264,-228.71951219512198,754.417281684306
55,-383.119555877556,-218.60938647927637,52.6856367370605,0.04221209138631821,0.3082437275985664,-0.27917164476304257,16.227136246661196,0.9296832052105264,0.01,0.0,0.02,0.5,0.42212091386318207,-0.018147048928235838,4.464799578317084,0.04221209138631821,277.4249553494544,152.75299036477483,106.55764512619042,751.8199286010648,0.8458333333333421,-0.039971393632240504,0,0.0,41,12.17032000000005,-370.42682926829264,-228.71951219512198,759.6915555245245
56,-383.5138316180214,-218.87475227694753,53.08893530396422,0.0422007218003273,0.3082437275985664,-0.27917164476304257,16.273580742882373,0.9424340683400159,0.01,0.0,0.02,0.5,0.422007218003273,-0.022323997891585422,3.951556082973397,0.0422007218003273,281.1452852417692,156.4911899451318,106.53356659474399,756.7278021812774,0.8458333333333421,-0.0909302197456907,0,0.0,42,12.46700000000005,-370.3571428571429,-228.45238095238096,765.1977919589899
57,-383.98800849351136,-218.94002536695712,53.271720443738694,0.0432191826403141,0.31002511106818625,-0.27062005022213637,16.437219778902072,0.9566558053787257,0.01,0.0,0.02,0.5,0.432191826403141,-0.019757780414866987,3.206698840941867,0.0432191826403141,284.993813345944,160.17940522457195,106.52563514038762,761.4534319862183,0.8458333333333421,-0.09181064978975997,0,0.0,43,12.765280000000052,-370.17441860465124,-227.84883720930236,770.7815514360732
58,-384.41878829908205,-218.8135932953584,53.37279341665434,0.044268932193517685,0.31545386346586646,-0.25206301575393847,16.868245331867815,0.9569545762175646,0.01,0.0,0.02,0.5,0.44268932193517685,-0.016033494204709335,3.123090894334976,0.044268932193517685,288.97097474719345,163.81320784457986,106.53511255828198,766.7279876936457,0.8458333333333421,-0.04266675460143005,0,0.0,43,12.761840000000053,-370.17441860465124,-227.84883720930236,776.3267830640762
59,-384.6775505834071,-219.00987655127219,53.153800565519916,0.04425700381398201,0.31545386346586646,-0.25206301575393847,16.984347579680996,0.9569095618952326,0.01,0.0,0.02,0.5,0.4425700381398201,-0.015615454471674882,3.1082399799622795,0.04425700381398201,293.07596716481027,167.38747106429932,106.56176119081985,772.0834239906235,1.0,-0.043484705779354725,0,0.0,43,12.758400000000055,-370.17441860465124,-227.84883720930236,781.987948323109
60,-384.5456961779842,-219.35832422315843,52.77723547585405,0.044245075434446335,0.31545386346586646,-0.25206301575393847,16.69198699549164,0.9561746118394288,0.01,0.0,0.02,0.5,0.44245075434446335,-0.015541199899811398,3.2432971412390046,0.044245075434446335,297.3044162745067,170.89483544568503,106.61497505547254,777.5117436373716,0.9991666666666668,-3.044222826303322,0,0.0,43,12.756680000000054,-370.17441860465124,-227.84883720930236,787.4741942984756
61,-384.07092016893176,-219.26215941919477,52.32253863546679,0.0442391112446785,0.31545386346586646,-0.25206301575393847,16.33535402729852,0.9761283052543922,0.01,0.0,0.02,0.5,0.442391112446785,-0.016216485706195022,4.58068918029223,0.0442391112446785,301.6560352182024,174.330892673358,106.68478390245006,783.0100215273819,0.9991666666666668,-3.0449317923153583,0,0.0,43,12.753240000000055,-370.17441860465124,-227.84883720930236,792.5226821426043
